order_id,order_datetime,order_date,order_hour,customer_phone,product_name,category,quantity,unit_price,unit_cost,total_price,discount_pct,device,utm_campaign,order_status
1040,2023-09-23 14:17:00,2023-09-23,14,09821221887,سرم ویتامین C,مراقبت پوست,1,450000,220000,450000,0.0,tablet,g_generic,completed
1041,2023-09-23 11:06:00,2023-09-23,11,09528853029,ماسک مو روغن آرگان,مراقبت مو,1,250000,130000,250000,0.0,mobile,g_generic,completed
1041,2023-09-23 11:06:00,2023-09-23,11,09528853029,کرم مرطوب‌کننده روزانه,مراقبت پوست,1,280000,150000,280000,0.0,mobile,g_generic,completed
1042,2023-09-23 14:32:00,2023-09-23,14,09743111853,عطر زنانه ۳۰ میل,عطر و ادکلن,1,750000,400000,750000,0.0,mobile,g_brand,completed
1043,2023-09-23 17:48:00,2023-09-23,17,09624557080,عطر مردانه ۵۰ میل,عطر و ادکلن,1,650000,350000,650000,0.0,mobile,g_brand,completed
1044,2023-09-23 17:15:00,2023-09-23,17,09936043811,شوینده صورت ژله‌ای,مراقبت پوست,1,170000,120000,170000,0.15,mobile,g_generic,completed
1045,2023-09-23 15:45:00,2023-09-23,15,09207354053,عطر مردانه ۵۰ میل,عطر و ادکلن,1,650000,350000,650000,0.0,mobile,ig_influencer,completed
1046,2023-09-23 13:58:00,2023-09-23,13,09683275843,اسپری حالت‌دهنده مو,مراقبت مو,1,200000,100000,200000,0.0,mobile,email_newsletter,cancelled
1047,2023-09-23 09:00:00,2023-09-23,9,09304451095,عطر مردانه ۵۰ میل,عطر و ادکلن,1,650000,350000,650000,0.0,desktop,ig_influencer,completed
1047,2023-09-23 09:00:00,2023-09-23,9,09304451095,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,desktop,ig_influencer,completed
1047,2023-09-23 09:00:00,2023-09-23,9,09304451095,روغن مو طبیعی,مراقبت مو,2,180000,90000,360000,0.0,desktop,ig_influencer,completed
1047,2023-09-23 09:00:00,2023-09-23,9,09304451095,خط چشم ضد آب,آرایشی,3,200000,110000,600000,0.0,desktop,ig_influencer,completed
1048,2023-09-23 13:54:00,2023-09-23,13,09696751693,ماسک مو روغن آرگان,مراقبت مو,1,175000,130000,175000,0.3,mobile,ig_story_ads,completed
1048,2023-09-23 13:54:00,2023-09-23,13,09696751693,ادکلن اسپرت ۱۰۰ میل,عطر و ادکلن,3,550000,280000,1650000,0.0,mobile,ig_story_ads,completed
1048,2023-09-23 13:54:00,2023-09-23,13,09696751693,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,mobile,ig_story_ads,completed
1049,2023-09-23 06:58:00,2023-09-23,6,09756783995,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,mobile,ig_story_ads,completed
1049,2023-09-23 06:58:00,2023-09-23,6,09756783995,سرم ویتامین C,مراقبت پوست,1,450000,220000,450000,0.0,mobile,ig_story_ads,completed
1050,2023-09-23 18:54:00,2023-09-23,18,09291825997,عطر مردانه ۵۰ میل,عطر و ادکلن,1,650000,350000,650000,0.0,desktop,ig_influencer,cancelled
1050,2023-09-23 18:54:00,2023-09-23,18,09291825997,کرم مرطوب‌کننده روزانه,مراقبت پوست,3,280000,150000,840000,0.0,desktop,ig_influencer,cancelled
1050,2023-09-23 18:54:00,2023-09-23,18,09291825997,سرم ویتامین C,مراقبت پوست,1,270000,220000,270000,0.4,desktop,ig_influencer,cancelled
1050,2023-09-23 18:54:00,2023-09-23,18,09291825997,شوینده صورت ژله‌ای,مراقبت پوست,1,170000,120000,170000,0.15,desktop,ig_influencer,cancelled
1051,2023-09-23 18:57:00,2023-09-23,18,09248532577,اسپری حالت‌دهنده مو,مراقبت مو,1,200000,100000,200000,0.0,mobile,g_brand,completed
1052,2023-09-23 16:50:00,2023-09-23,16,09756783995,کرم پودر مات کننده,آرایشی,1,380000,200000,380000,0.0,mobile,g_generic,completed
1053,2023-09-23 09:40:00,2023-09-23,9,09897163846,پالت سایه ۱۲ رنگ,آرایشی,1,500000,250000,500000,0.0,mobile,ig_influencer,completed
1053,2023-09-23 09:40:00,2023-09-23,9,09897163846,رژ لب مات قرمز,آرایشی,3,260000,140000,780000,0.0,mobile,ig_influencer,completed
1054,2023-09-23 22:44:00,2023-09-23,22,09214257751,شوینده صورت ژله‌ای,مراقبت پوست,1,200000,120000,200000,0.0,mobile,ig_influencer,completed
1054,2023-09-23 22:44:00,2023-09-23,22,09214257751,کرم پودر مات کننده,آرایشی,3,380000,200000,1140000,0.0,mobile,ig_influencer,completed
1054,2023-09-23 22:44:00,2023-09-23,22,09214257751,ماسک مو روغن آرگان,مراقبت مو,3,250000,130000,750000,0.0,mobile,ig_influencer,completed
1055,2023-09-23 09:36:00,2023-09-23,9,09704509817,پالت سایه ۱۲ رنگ,آرایشی,1,400000,250000,400000,0.2,desktop,g_brand,completed
1055,2023-09-23 09:36:00,2023-09-23,9,09704509817,کرم پودر مات کننده,آرایشی,1,380000,200000,380000,0.0,desktop,g_brand,completed
1055,2023-09-23 09:36:00,2023-09-23,9,09704509817,شامپو ترمیم‌کننده,مراقبت مو,1,300000,160000,300000,0.0,desktop,g_brand,completed
1056,2023-09-23 17:57:00,2023-09-23,17,09304451095,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,mobile,g_brand,completed
1057,2023-09-23 19:11:00,2023-09-23,19,09220123666,عطر زنانه ۳۰ میل,عطر و ادکلن,2,750000,400000,1500000,0.0,mobile,g_generic,completed
1058,2023-09-24 09:52:00,2023-09-24,9,09756783995,شوینده صورت ژله‌ای,مراقبت پوست,1,170000,120000,170000,0.15,tablet,ig_story_ads,completed
1059,2023-09-24 20:46:00,2023-09-24,20,09587182120,ماسک مو روغن آرگان,مراقبت مو,1,250000,130000,250000,0.0,tablet,ig_story_ads,completed
1060,2023-09-24 15:43:00,2023-09-24,15,09397083132,کرم پودر مات کننده,آرایشی,1,380000,200000,380000,0.0,mobile,ig_influencer,completed
1061,2023-09-24 21:20:00,2023-09-24,21,09907308348,پالت سایه ۱۲ رنگ,آرایشی,1,450000,250000,450000,0.1,mobile,email_newsletter,completed
1062,2023-09-24 21:19:00,2023-09-24,21,09172370545,روغن مو طبیعی,مراقبت مو,1,180000,90000,180000,0.0,mobile,ig_story_ads,completed
1063,2023-09-24 18:34:00,2023-09-24,18,09421455482,شوینده صورت ژله‌ای,مراقبت پوست,2,200000,120000,400000,0.0,mobile,ig_story_ads,completed
1064,2023-09-24 21:17:00,2023-09-24,21,09621828280,شامپو ترمیم‌کننده,مراقبت مو,2,300000,160000,600000,0.0,mobile,g_brand,completed
1064,2023-09-24 21:17:00,2023-09-24,21,09621828280,شوینده صورت ژله‌ای,مراقبت پوست,1,200000,120000,200000,0.0,mobile,g_brand,completed
1064,2023-09-24 21:17:00,2023-09-24,21,09621828280,ادکلن اسپرت ۱۰۰ میل,عطر و ادکلن,3,550000,280000,1650000,0.0,mobile,g_brand,completed
1064,2023-09-24 21:17:00,2023-09-24,21,09621828280,خط چشم ضد آب,آرایشی,2,170000,110000,340000,0.15,mobile,g_brand,completed
1065,2023-09-24 18:38:00,2023-09-24,18,09692749116,رژ لب مایع nude,آرایشی,2,240000,130000,480000,0.0,mobile,g_brand,completed
1065,2023-09-24 18:38:00,2023-09-24,18,09692749116,سرم ویتامین C,مراقبت پوست,1,450000,220000,450000,0.0,mobile,g_brand,completed
1066,2023-09-24 09:49:00,2023-09-24,9,09678722458,تونر گل رز,مراقبت پوست,1,162000,90000,162000,0.1,desktop,g_generic,completed
1066,2023-09-24 09:49:00,2023-09-24,9,09678722458,ادکلن اسپرت ۱۰۰ میل,عطر و ادکلن,1,550000,280000,550000,0.0,desktop,g_generic,completed
1066,2023-09-24 09:49:00,2023-09-24,9,09678722458,خط چشم ضد آب,آرایشی,1,200000,110000,200000,0.0,desktop,g_generic,completed
1067,2023-09-24 01:16:00,2023-09-24,1,09883543540,عطر مردانه ۵۰ میل,عطر و ادکلن,1,650000,350000,650000,0.0,mobile,g_brand,completed
1067,2023-09-24 01:16:00,2023-09-24,1,09883543540,روغن مو طبیعی,مراقبت مو,1,180000,90000,180000,0.0,mobile,g_brand,completed
1068,2023-09-24 21:02:00,2023-09-24,21,09553035110,عطر مردانه ۵۰ میل,عطر و ادکلن,2,650000,350000,1300000,0.0,mobile,email_newsletter,completed
1069,2023-09-24 06:45:00,2023-09-24,6,09165082363,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,mobile,ig_story_ads,completed
1070,2023-09-24 16:20:00,2023-09-24,16,09922308461,اسپری حالت‌دهنده مو,مراقبت مو,1,200000,100000,200000,0.0,tablet,ig_story_ads,completed
1071,2023-09-24 20:41:00,2023-09-24,20,09671988889,اسپری حالت‌دهنده مو,مراقبت مو,1,200000,100000,200000,0.0,desktop,email_newsletter,completed
1071,2023-09-24 20:41:00,2023-09-24,20,09671988889,ریمل حجم‌دهنده,آرایشی,1,190000,100000,190000,0.0,desktop,email_newsletter,completed
1071,2023-09-24 20:41:00,2023-09-24,20,09671988889,روغن مو طبیعی,مراقبت مو,1,180000,90000,180000,0.0,desktop,email_newsletter,completed
1072,2023-09-24 18:30:00,2023-09-24,18,09162196678,شامپو ترمیم‌کننده,مراقبت مو,2,300000,160000,600000,0.0,mobile,g_brand,completed
1073,2023-09-24 17:35:00,2023-09-24,17,09788227492,اسپری حالت‌دهنده مو,مراقبت مو,1,200000,100000,200000,0.0,mobile,email_newsletter,completed
1073,2023-09-24 17:35:00,2023-09-24,17,09788227492,کرم مرطوب‌کننده روزانه,مراقبت پوست,1,280000,150000,280000,0.0,mobile,email_newsletter,completed
1073,2023-09-24 17:35:00,2023-09-24,17,09788227492,پالت سایه ۱۲ رنگ,آرایشی,1,500000,250000,500000,0.0,mobile,email_newsletter,completed
1074,2023-09-24 06:54:00,2023-09-24,6,09607850824,اسپری حالت‌دهنده مو,مراقبت مو,2,200000,100000,400000,0.0,mobile,email_newsletter,completed
1075,2023-09-24 20:39:00,2023-09-24,20,09592080329,کرم ضد آفتاب SPF50,مراقبت پوست,1,320000,180000,320000,0.0,mobile,email_newsletter,cancelled
1075,2023-09-24 20:39:00,2023-09-24,20,09592080329,رژ لب مات قرمز,آرایشی,2,260000,140000,520000,0.0,mobile,email_newsletter,cancelled
1076,2023-09-24 08:09:00,2023-09-24,8,09611947770,کرم ضد آفتاب SPF50,مراقبت پوست,1,320000,180000,320000,0.0,mobile,email_newsletter,completed
1076,2023-09-24 08:09:00,2023-09-24,8,09611947770,سرم ویتامین C,مراقبت پوست,1,450000,220000,450000,0.0,mobile,email_newsletter,completed
1077,2023-09-24 13:46:00,2023-09-24,13,09398362082,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,desktop,ig_influencer,completed
1077,2023-09-24 13:46:00,2023-09-24,13,09398362082,رژ لب مات قرمز,آرایشی,1,260000,140000,260000,0.0,desktop,ig_influencer,completed
1077,2023-09-24 13:46:00,2023-09-24,13,09398362082,کرم مرطوب‌کننده روزانه,مراقبت پوست,1,280000,150000,280000,0.0,desktop,ig_influencer,completed
1078,2023-09-24 19:07:00,2023-09-24,19,09162959284,عطر زنانه ۳۰ میل,عطر و ادکلن,1,562500,400000,562500,0.25,mobile,ig_influencer,completed
1079,2023-09-24 23:03:00,2023-09-24,23,09533550699,خط چشم ضد آب,آرایشی,1,150000,110000,150000,0.25,mobile,g_brand,cancelled
1080,2023-09-24 19:11:00,2023-09-24,19,09655742829,شامپو ترمیم‌کننده,مراقبت مو,1,300000,160000,300000,0.0,mobile,g_generic,completed
1081,2023-09-24 03:01:00,2023-09-24,3,09967043303,ماسک مو روغن آرگان,مراقبت مو,1,250000,130000,250000,0.0,desktop,ig_story_ads,cancelled
1082,2023-09-24 06:01:00,2023-09-24,6,09808402051,شامپو ترمیم‌کننده,مراقبت مو,1,225000,160000,225000,0.25,mobile,ig_influencer,cancelled
1082,2023-09-24 06:01:00,2023-09-24,6,09808402051,سرم ویتامین C,مراقبت پوست,1,450000,220000,450000,0.0,mobile,ig_influencer,cancelled
1083,2023-09-24 14:19:00,2023-09-24,14,09271432881,شوینده صورت ژله‌ای,مراقبت پوست,1,160000,120000,160000,0.2,mobile,ig_influencer,completed
1084,2023-09-24 12:52:00,2023-09-24,12,09673528321,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,mobile,g_generic,completed
1085,2023-09-24 07:49:00,2023-09-24,7,09304451095,ریمل حجم‌دهنده,آرایشی,2,190000,100000,380000,0.0,mobile,ig_story_ads,completed
1086,2023-09-24 07:04:00,2023-09-24,7,09702764446,شامپو ترمیم‌کننده,مراقبت مو,1,300000,160000,300000,0.0,mobile,ig_story_ads,completed
1087,2023-09-24 15:03:00,2023-09-24,15,09683275843,سرم ویتامین C,مراقبت پوست,1,450000,220000,450000,0.0,desktop,ig_influencer,completed
1087,2023-09-24 15:03:00,2023-09-24,15,09683275843,عطر زنانه ۳۰ میل,عطر و ادکلن,1,525000,400000,525000,0.3,desktop,ig_influencer,completed
1087,2023-09-24 15:03:00,2023-09-24,15,09683275843,ماسک مو روغن آرگان,مراقبت مو,1,250000,130000,250000,0.0,desktop,ig_influencer,completed
1087,2023-09-24 15:03:00,2023-09-24,15,09683275843,کرم پودر مات کننده,آرایشی,1,342000,200000,342000,0.1,desktop,ig_influencer,completed
1088,2023-09-24 15:51:00,2023-09-24,15,09967607278,کرم پودر مات کننده,آرایشی,1,380000,200000,380000,0.0,tablet,ig_influencer,completed
1089,2023-09-24 16:39:00,2023-09-24,16,09420452650,ریمل حجم‌دهنده,آرایشی,1,114000,100000,114000,0.4,mobile,g_generic,cancelled
1090,2023-09-24 18:04:00,2023-09-24,18,09560027313,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,mobile,ig_influencer,completed
1091,2023-09-24 07:22:00,2023-09-24,7,09645098869,سرم ویتامین C,مراقبت پوست,1,450000,220000,450000,0.0,tablet,ig_influencer,completed
1092,2023-09-24 19:52:00,2023-09-24,19,09727255918,عطر زنانه ۳۰ میل,عطر و ادکلن,1,750000,400000,750000,0.0,mobile,g_generic,completed
1092,2023-09-24 19:52:00,2023-09-24,19,09727255918,سرم ویتامین C,مراقبت پوست,1,450000,220000,450000,0.0,mobile,g_generic,completed
1092,2023-09-24 19:52:00,2023-09-24,19,09727255918,اسپری حالت‌دهنده مو,مراقبت مو,2,200000,100000,400000,0.0,mobile,g_generic,completed
1092,2023-09-24 19:52:00,2023-09-24,19,09727255918,خط چشم ضد آب,آرایشی,1,180000,110000,180000,0.1,mobile,g_generic,completed
1093,2023-09-24 10:50:00,2023-09-24,10,09727255918,کرم مرطوب‌کننده روزانه,مراقبت پوست,1,238000,150000,238000,0.15,mobile,g_brand,completed
1093,2023-09-24 10:50:00,2023-09-24,10,09727255918,ریمل حجم‌دهنده,آرایشی,2,190000,100000,380000,0.0,mobile,g_brand,completed
1093,2023-09-24 10:50:00,2023-09-24,10,09727255918,تونر گل رز,مراقبت پوست,2,135000,90000,270000,0.25,mobile,g_brand,completed
1094,2023-09-24 03:23:00,2023-09-24,3,09186019028,روغن مو طبیعی,مراقبت مو,1,180000,90000,180000,0.0,tablet,g_generic,completed
1094,2023-09-24 03:23:00,2023-09-24,3,09186019028,کرم پودر مات کننده,آرایشی,2,380000,200000,760000,0.0,tablet,g_generic,completed
1095,2023-09-24 20:23:00,2023-09-24,20,09727694430,عطر زنانه ۳۰ میل,عطر و ادکلن,1,637500,400000,637500,0.15,tablet,email_newsletter,completed
1095,2023-09-24 20:23:00,2023-09-24,20,09727694430,ادکلن اسپرت ۱۰۰ میل,عطر و ادکلن,2,440000,280000,880000,0.2,tablet,email_newsletter,completed
1096,2023-09-24 04:30:00,2023-09-24,4,09242224154,شوینده صورت ژله‌ای,مراقبت پوست,1,200000,120000,200000,0.0,mobile,ig_influencer,completed
1097,2023-09-24 09:57:00,2023-09-24,9,09458153605,روغن مو طبیعی,مراقبت مو,1,180000,90000,180000,0.0,mobile,email_newsletter,completed
1097,2023-09-24 09:57:00,2023-09-24,9,09458153605,شامپو ترمیم‌کننده,مراقبت مو,1,300000,160000,300000,0.0,mobile,email_newsletter,completed
1097,2023-09-24 09:57:00,2023-09-24,9,09458153605,کرم ضد آفتاب SPF50,مراقبت پوست,1,320000,180000,320000,0.0,mobile,email_newsletter,completed
1098,2023-09-24 11:06:00,2023-09-24,11,09726563708,عطر مردانه ۵۰ میل,عطر و ادکلن,1,585000,350000,585000,0.1,desktop,ig_influencer,completed
1098,2023-09-24 11:06:00,2023-09-24,11,09726563708,تونر گل رز,مراقبت پوست,1,180000,90000,180000,0.0,desktop,ig_influencer,completed
1098,2023-09-24 11:06:00,2023-09-24,11,09726563708,ادکلن اسپرت ۱۰۰ میل,عطر و ادکلن,1,550000,280000,550000,0.0,desktop,ig_influencer,completed
1099,2023-09-24 17:27:00,2023-09-24,17,09506448196,اسپری حالت‌دهنده مو,مراقبت مو,1,200000,100000,200000,0.0,desktop,g_brand,completed
1100,2023-09-24 04:53:00,2023-09-24,4,09122585366,تونر گل رز,مراقبت پوست,1,144000,90000,144000,0.2,mobile,ig_story_ads,completed
1101,2023-09-24 09:26:00,2023-09-24,9,09841976666,عطر زنانه ۳۰ میل,عطر و ادکلن,1,750000,400000,750000,0.0,mobile,g_generic,completed
1102,2023-09-24 15:01:00,2023-09-24,15,09420452650,خط چشم ضد آب,آرایشی,1,200000,110000,200000,0.0,desktop,ig_story_ads,completed
1102,2023-09-24 15:01:00,2023-09-24,15,09420452650,کرم ضد آفتاب SPF50,مراقبت پوست,1,224000,180000,224000,0.3,desktop,ig_story_ads,completed
1102,2023-09-24 15:01:00,2023-09-24,15,09420452650,شامپو ترمیم‌کننده,مراقبت مو,1,300000,160000,300000,0.0,desktop,ig_story_ads,completed
